Title,Artist,Album,Genre,Release Date,Duration,Popularity
Us mission.,Adam Vega,Bit.,Jazz,29-10-2012,204,22
Address but skill.,Mark Dillon,A.,Classical,13-10-2017,267,55
Above watch.,Zachary Miller,Read.,Rock,06-11-2008,170,44
Second.,Gregory Lee,First.,Rock,19-09-2019,278,83
Only great.,Alex Martin,Truth produce.,Rock,09-09-2009,140,51
Student man low.,Troy Henderson,Evening traditional.,Hip-Hop,18-03-2008,170,65
Resource available meeting mouth.,Kristi Cunningham,Price.,Rock,12-09-2008,247,44
Budget anything work.,Lori Herrera,Billion American.,Pop,31-10-2008,241,72
Allow half.,Jennifer Hernandez,Degree cultural.,Reggae,07-10-2013,180,64
Discuss consumer out.,Candice Potter,Discussion.,Jazz,09-07-2012,246,15
How development.,Marissa Avery,Option.,Pop,15-04-2017,261,52
Trade soldier.,Debra Beard,Surface.,Rock,28-05-2019,216,53
Window.,Lori Moore,Group range.,Jazz,16-01-2001,194,84
Continue trial performance.,Robert Weaver,Difficult claim.,Classical,25-02-2005,296,71
Window international.,Kim Ross,Part involve.,Pop,05-06-2011,280,73
Us whether.,James Cochran,Measure hour.,Electronic,05-01-2015,216,14
Such fish.,Lorraine Matthews,Defense radio.,Rock,27-10-2003,131,19
Court not.,Samuel Smith,Blue financial.,R&B,04-08-2020,238,63
Fall baby agree.,Cameron Norman,Sport clearly.,Blues,03-12-2013,223,4
Media fall.,Ryan Livingston,Form less.,Country,03-02-2001,221,18
How throw health.,Patricia Brown,Short most.,Classical,08-08-2001,250,99
Visit head opportunity.,Christopher Nelson,Response meeting.,Jazz,15-02-2018,229,53
Serious central me.,Andrea Black,Between.,Rock,22-01-2006,297,49
Million.,John Bass,Affect.,Jazz,16-10-2010,289,31
Consider activity sell.,Jeffrey Rush,None best.,Blues,17-11-2006,155,60
Similar future.,Rachel Bartlett,Paper each.,Country,07-06-2016,122,8
Cold.,Caleb Ferrell,Performance.,R&B,18-09-2017,216,28
Process seat somebody wife.,Eric West,People here.,Jazz,28-02-2014,178,5
Do analysis.,Megan Flowers,Yard.,Reggae,02-01-2005,124,15
Vote anything several.,Trevor Lucas,Set about.,Classical,18-02-2007,178,0
Four any marriage.,Joseph Webb,House.,Rock,26-07-2013,173,70
Wait everyone.,Kenneth Brown,Only affect.,Electronic,29-01-2019,249,25
Again prevent.,Rhonda Hill,Street once.,Blues,09-04-2000,279,29
Seek.,Arthur Conner,Country film.,Blues,16-11-2017,282,60
Unit turn involve.,Stephanie Thomas,Medical.,Hip-Hop,28-12-2002,291,97
Line school type.,Catherine Herring,Keep voice.,Blues,06-10-2006,163,83
Watch response.,Megan King,Far possible.,Country,17-11-2004,250,96
Crime reason indeed.,Sarah Snyder,Whatever fund.,Electronic,26-04-2002,196,31
Today stop lead.,Tyler Thomas,Common probably.,Jazz,02-12-2005,178,57
Suffer media price.,Robert Burke,Candidate.,Hip-Hop,09-11-2004,179,89
Truth allow today.,Dr. Jessica Jordan,Expert player.,Classical,10-09-2003,192,2
Traditional determine opportunity.,Cynthia Harrison,Note attack.,Electronic,01-09-2018,196,92
Could likely.,Ms. Jody Fox,Town.,R&B,29-01-2000,215,34
Gas group.,Willie Jackson,Make.,Pop,29-10-2011,288,28
Stuff amount a.,Howard Sullivan,General.,Jazz,22-01-2014,265,86
World present really.,Brandon Hudson,Area.,Hip-Hop,23-07-2003,292,96
Dream life those.,Ryan Dominguez,Read.,Reggae,29-01-2000,139,48
Drop budget.,Jack Jarvis,Religious.,Country,24-08-2018,200,2
Wrong.,Michael Smith,Relate camera.,Pop,04-11-2016,194,26
Conference blue.,Theresa Patel,Arrive very.,Hip-Hop,14-06-2017,244,26
Draw of.,Cynthia Smith,State.,R&B,14-06-2018,222,36
Hotel true fish create.,Kevin Diaz DDS,Between degree.,R&B,08-02-2019,272,27
Year suddenly huge.,Marissa Powers,Create around.,Blues,24-12-2003,134,95
Laugh employee face.,Ashley Skinner,Friend.,Blues,17-10-2010,136,29
Subject onto.,Deborah Jackson,East.,Classical,09-03-2013,259,62
Pm kitchen how.,Joanna Jensen,Guy.,Hip-Hop,12-02-2018,273,65
Leader ahead.,Pamela Swanson,Then.,R&B,18-09-2011,141,35
Seem high.,Kelly Tran,Maintain.,Electronic,28-02-2002,156,2
Table front traditional.,Lisa Curry,Eat.,Hip-Hop,31-12-2001,190,37
Throughout anything detail.,Brian Wheeler,Computer.,Rock,05-10-2010,125,37
Inside week prepare.,Samuel White,Sport your.,Classical,25-08-2002,153,100
Adult single cold.,James Fisher,Care.,Blues,22-06-2002,157,14
Government care what.,Gabrielle Golden,Not.,Rock,07-06-2000,181,15
The nor.,Peter Lopez,Add skill.,Hip-Hop,29-04-2008,230,30
Most current.,Sheila Moore,Have yeah.,Reggae,07-07-2004,128,3
Community too history.,Ryan Hale,Poor onto.,Blues,14-11-2004,135,80
Police skin.,Carla Fields,Minute another.,Jazz,28-12-2014,233,60
Nothing city.,Kelly Thomas,Seat remain.,Jazz,07-07-2006,286,21
Stock hospital.,James Kennedy,Drop risk.,R&B,06-11-2013,264,32
Whom already show game.,Rick Morse,Free.,Country,16-05-2019,211,87
Trouble send your.,Jacqueline Luna,Beautiful pull.,Hip-Hop,18-02-2012,230,81
Down why.,Anita Frey,Read.,Blues,08-10-2013,266,56
Price book what only.,James Carrillo,Customer economic.,Electronic,09-04-2010,209,27
Bit protect skin.,Scott Lopez,Watch.,Pop,08-06-2008,137,20
Decide feel those grow.,Erin Gonzales,Move.,Rock,27-10-2003,131,48
Half various art.,Joseph Wilson,Green.,Jazz,13-04-2018,161,68
According thousand.,Calvin Maddox,Modern.,Reggae,22-11-2017,230,88
Fly middle.,Jacqueline Shannon,Information.,Reggae,11-04-2015,211,63
Space back.,Aaron Bowers,Forward up.,Rock,03-01-2018,187,18
Determine main responsibility.,Patricia Fisher,Stay stock.,R&B,23-03-2015,267,2
Detail relationship effect.,Jeremy York,Sing story.,Rock,27-06-2016,297,41
Guy media.,Sarah Powell,Officer throw.,Reggae,26-05-2009,253,71
Film your main.,Timothy Noble,Much.,Country,28-06-2020,237,28
Leave goal.,Kelly Duncan,Them.,Jazz,14-01-2011,245,71
Cultural gas.,Valerie West,Part discover.,Blues,11-08-2006,243,9
Any might may.,Billy White,Himself.,Pop,10-09-2013,242,65
Create huge know.,Lauren Ramirez,Strategy large.,Hip-Hop,17-04-2019,140,45
Positive when.,Michael Stone,Floor recently.,Jazz,11-09-2016,122,66
Turn find.,Karen Casey,American real.,Hip-Hop,07-03-2010,161,24
Role child action.,Lawrence Mendoza,Recently surface.,Electronic,10-09-2002,278,22
Whose series tend.,Anthony Stephenson,Than.,Rock,16-09-2003,269,38
Including.,Angel Cook,Exactly practice.,Jazz,19-09-2001,290,100
Give strong.,Anthony Rivas,Again back.,Pop,22-11-2018,240,89
Act name result.,Marc Harris,Ever.,Electronic,01-03-2015,132,50
Treat number example.,Donna Taylor,Model form.,Hip-Hop,02-07-2019,291,56
Their benefit field.,Christopher Meyers DDS,Create.,Blues,28-08-2020,261,39
Claim wall.,Victoria Duncan,Wind.,Blues,07-03-2006,185,86
Different season since.,Laura Figueroa,Official partner.,Hip-Hop,03-03-2001,234,94
Half expert.,Ian Jones,Yard.,R&B,24-03-2010,173,81
Region.,Ashley Fowler,Somebody season.,Reggae,18-09-2010,279,14
Conference offer station subject.,Anthony Haley,Six accept.,Country,04-01-2004,143,16
Hundred method series trial.,Crystal Baker,Represent.,Pop,30-08-2008,240,35
Doctor opportunity field.,Lisa Cox,Young glass.,Rock,27-12-2019,300,99
White but.,David Bernard,Full.,R&B,13-08-2014,186,13
Hand two offer.,Susan Henderson,Bring suffer.,Jazz,28-07-2010,160,40
Similar head bad.,Leah Atkinson,Operation student.,Blues,03-07-2018,164,97
Here or.,Jason Sanders,Current.,Blues,10-07-2000,129,19
Guess trouble.,Teresa Martinez,Security.,Country,15-03-2002,290,95
Leg treatment boy.,Sharon Duncan,Like.,Electronic,26-05-2015,239,48
Write lay.,Gwendolyn King,House pretty.,Country,26-01-2018,298,1
Particular trial when.,Sarah Horton,Day.,Rock,01-03-2002,252,62
Production brother.,Christina Johnston,Person per.,Rock,26-01-2003,288,42
Woman through.,Richard Aguilar,Visit feel.,R&B,29-02-2004,190,2
West team.,Mark Patterson,Production.,Hip-Hop,20-03-2015,128,14
Notice stuff able.,Mckenzie Foster,Detail.,Hip-Hop,14-07-2013,198,82
Organization concern letter.,Debra Chavez,Chair firm.,Country,21-06-2020,151,54
Democratic within sport fill.,Thomas Ellison,Institution could.,Rock,16-02-2000,194,20
Treat industry tonight.,Nancy Robinson,Foot item.,Blues,27-07-2019,266,79
Artist manager.,Elaine Ellis,Specific his.,Hip-Hop,04-12-2007,247,12
Perform enjoy care.,Stephanie Estes,Wall.,Rock,29-06-2015,240,67
Follow yes court.,Julian Roth,Lot wrong.,Jazz,19-02-2007,284,67
Area near.,Julia Grant,Those.,Electronic,24-11-2011,243,63
Lose plant glass.,Gregory Patton,Near.,Electronic,22-02-2019,178,88
Peace along instead.,Dalton Patterson,No clearly.,Hip-Hop,26-08-2017,280,50
American agreement.,Robert Waters,Give.,Pop,15-08-2007,209,43
Factor one.,Andrew Koch,Past design.,Classical,26-01-2007,185,68
Save body if.,Jerry Austin,Shake director.,Classical,17-06-2003,272,44
Enter former change.,Travis Raymond,Trial tax.,Rock,26-07-2019,262,4
Month.,Brandon Giles,Star.,Hip-Hop,26-12-2005,234,68
Newspaper from where.,Derrick Tate,Treatment.,Reggae,09-11-2011,164,35
Body out.,Jason Gallagher,Technology until.,Hip-Hop,01-10-2015,134,87
By once.,Thomas Smith DDS,It.,Electronic,28-07-2007,291,96
Evening Congress.,David Hamilton,Wait.,Classical,08-05-2004,136,21
Easy why up.,Ronald Harrison,Away note.,Classical,22-02-2017,120,63
Wait night able.,Angela Huang,Significant.,Classical,18-06-2009,298,63
Color thought issue.,Victoria Rowe,Full rest.,Reggae,02-02-2011,240,94
Add foreign note.,Debra Walker,Accept accept.,Pop,25-08-2007,212,30
Onto second clearly.,Tyler Carr,Moment.,Country,28-05-2013,179,8
Middle identify.,James Prince,Lose region.,Hip-Hop,24-09-2017,174,46
Guy down.,Megan Mcdowell,Tonight.,Rock,25-10-2017,237,76
Surface exactly.,Haley Garrett,Kid wind.,Electronic,31-08-2003,283,89
Board live reveal.,Anthony Collins,Put.,Country,13-01-2004,156,76
Walk area.,Brian Freeman,Important when.,R&B,05-06-2012,219,84
Personal ok.,Kevin Scott,Whatever.,Hip-Hop,04-07-2017,136,33
Gas article.,Elizabeth Brown,Air.,Hip-Hop,15-10-2006,270,37
Free president reach.,Christopher Armstrong,Never.,Pop,03-01-2001,167,58
Material ground a.,Erin Roy,Perhaps hot.,R&B,23-05-2002,180,63
Pay offer defense.,Nathaniel Foster,Day.,Hip-Hop,16-09-2018,163,37
Simply else.,John Sexton,About.,Blues,20-08-2006,201,11
Enough suffer pick.,Joshua Harris,Shoulder too.,Rock,25-02-2014,128,59
North benefit drive.,Hannah Fernandez,Happy.,Jazz,11-10-2014,255,16
Anyone while.,James Pruitt,Draw.,Electronic,14-02-2013,208,35
Unit once.,Lauren Mahoney,Marriage.,Hip-Hop,01-05-2007,234,90
Phone after group.,Brandon Ford,Plan.,Hip-Hop,10-07-2002,267,95
Fight.,Sara Wilson,Significant.,Classical,28-08-2001,246,23
Theory grow.,Michele Harris,Mission enter.,Jazz,12-04-2001,161,67
There nor.,Sabrina Deleon,Another.,Blues,27-12-2000,151,90
Relate occur idea.,Lisa Taylor,Deal think.,Jazz,03-01-2009,228,57
Still.,Barry King,Theory bed.,Hip-Hop,15-09-2002,128,87
Suddenly seem.,Troy Ross,Particular stand.,Classical,09-06-2000,228,37
Mean not.,Margaret Johnson MD,Usually.,Country,21-09-2011,130,55
Enter agent.,Carolyn Saunders,Others bit.,Country,09-05-2005,203,2
Discover task type.,David Shah,Whose gun.,Reggae,20-07-2008,215,2
Discussion spring.,Jay Mcintosh,Recently.,Country,07-12-2011,262,29
Wish not.,Gary Robinson,Finish second.,R&B,14-08-2005,261,74
Conference pretty.,Matthew Anderson,Interest.,R&B,09-05-2011,222,51
Society should.,Shelly Soto,Kind.,R&B,30-08-2000,148,22
By base.,Eric Murphy,Condition.,Electronic,04-12-2011,178,32
Foot perhaps real.,Calvin Smith,Later.,R&B,14-03-2018,125,38
Reveal official.,Andrew Harrison,Rise school.,Country,22-08-2014,258,35
Join mission.,Monica Brown,Nation eat.,Classical,01-10-2017,225,96
Mr into guy authority.,Nicholas Edwards,Short wind.,Blues,11-06-2007,169,95
Several conference big.,Jay Conway,Sure.,Hip-Hop,04-09-2012,141,95
Just tree.,Cindy Clarke,Left.,Country,12-08-2013,141,0
Where according.,William Myers,Six.,Pop,01-12-2009,171,56
Own employee.,Sara Scott,Give.,Pop,31-07-2014,193,32
Go person.,Steve Tran,Time.,Jazz,02-02-2014,289,13
You support music.,Bruce Ward,Wall per.,Jazz,07-06-2006,163,70
Happen quality together.,Ryan Huerta,Room nation.,Country,19-11-2009,139,39
Staff remain thank manage.,Mrs. Erin Garcia,Might.,Electronic,11-12-2009,186,99
Section yeah environmental.,Christopher Bowman DDS,Yes.,Pop,19-06-2017,207,16
Wind should blue.,Chad Smith,Inside.,Hip-Hop,18-07-2006,194,37
Bag country until.,Stephen Hawkins,Author maintain.,R&B,18-06-2009,256,50
Tree sense anyone.,Jonathan Sanford,Me.,Reggae,06-03-2018,130,55
Mr true brother.,Michelle Brown,Nice each.,Hip-Hop,07-05-2003,262,45
Ground American painting.,William Steele,Billion really.,Pop,23-10-2007,156,63
President current evening.,Holly Kelly,Particular.,Electronic,24-09-2019,268,41
Admit we into.,Andrew Smith,Performance government.,Jazz,09-11-2001,214,91
Husband worker lose.,Logan Chang,Point.,Classical,10-12-2010,255,57
Memory thing.,Dana Marquez,Realize build.,R&B,28-04-2002,224,1
West clear church assume.,Brooke Ross,Soldier.,Blues,17-01-2016,236,28
Mind spring.,Eric Ayers,Total.,Country,15-06-2008,168,6
Democrat while.,Christy Johnson,Pass.,Blues,16-05-2015,172,61
Blue.,Jenna Howell,Alone.,Country,14-04-2004,136,28
That measure time hope.,Wanda Weber,Front.,Pop,04-08-2003,194,14
Space chair.,Jeffrey Byrd,Them whom.,Classical,27-01-2014,145,83
Entire.,Nicole Lee,Read.,Blues,20-04-2019,283,67
Hair number.,Rhonda Graham,Industry much.,Reggae,19-08-2003,182,100
From account hit.,Karen Roberts,Court ground.,Jazz,24-10-2006,160,86
Certain sign mother.,Peter Marshall,Role.,Country,23-05-2013,182,12
Future trial.,William Mckenzie,Point against.,Electronic,15-10-2009,182,88
Son interest.,Kimberly Jackson,Do story.,Country,25-02-2019,249,38
Prepare skill fund.,Randy Mcknight,Rise surface.,Reggae,11-04-2018,176,41
Upon.,Kimberly Haas,Yourself.,R&B,07-06-2017,152,44
Door least table.,Amy Holden,Onto.,R&B,22-03-2003,240,51
Such able budget.,Kelly Vargas,Teach.,Rock,02-05-2007,231,28
Door move.,Mrs. Julie Burgess DDS,Because.,Jazz,24-11-2006,192,3
Nation.,Patricia Lambert,No modern.,Reggae,15-04-2020,230,82
Low our.,Vincent Powers,Any.,R&B,22-06-2005,158,40
Southern.,Michael Perry,Lawyer.,Pop,14-07-2003,218,73
Contain billion.,Matthew Anthony,Resource affect.,Blues,02-10-2000,125,97
Customer guy.,Monica Scott,Relationship.,Pop,13-09-2014,135,71
Million seem.,Bryan Brown Jr.,Unit interesting.,Classical,04-04-2004,263,92
Seven fact through.,Kaitlyn Jones,Her.,Jazz,10-10-2000,194,65
Especially quickly speech.,Christopher Sharp,Left do.,Jazz,10-01-2004,229,57
Play unit hotel.,Bethany Gray,Save trouble.,Rock,10-08-2018,220,92
Relationship him career.,Taylor French,Congress leg.,Blues,21-02-2010,171,67
Anyone amount.,Stephanie Koch,Citizen theory.,Jazz,10-08-2016,277,8
Effect charge back.,Logan Rich,Test wind.,Country,26-07-2007,205,68
To decide according movement.,Paul Johnson,School practice.,Pop,09-05-2016,208,82
Challenge conference.,Jennifer Powell,Sell.,Classical,08-07-2013,256,54
Need.,Cody Allen,Half.,Electronic,13-04-2011,175,45
Find chair artist.,Heather Smith,International.,Pop,19-11-2012,256,85
Apply year.,Kimberly Mendoza,Save hit.,Classical,28-10-2001,263,7
Easy bed a.,Kristina Taylor,Despite.,Country,19-10-2013,292,97
Floor just.,Kathleen Baker,Boy.,Hip-Hop,26-04-2011,168,48
Idea change.,Kristen Valentine,Recent many.,R&B,28-04-2019,257,26
Daughter put.,Jamie Welch,Yard admit.,Country,05-12-2020,148,78
Accept everything answer.,Katelyn Miller,Cover analysis.,Blues,25-03-2018,182,98
Ground.,Kelsey Spence,Executive.,Country,02-04-2002,189,9
Purpose I wall.,Vicki Torres,Front may.,Electronic,17-09-2010,255,25
Talk any.,Brandon Luna,Amount program.,Reggae,12-04-2014,234,66
Drive treatment our.,Frank Taylor,Brother.,R&B,21-10-2006,125,54
Resource yes soon.,Michelle Miller,Benefit.,Classical,29-06-2020,285,20
Term itself its rise.,Marissa Stephens,Specific benefit.,Reggae,30-06-2007,245,8
Instead without.,Brittany Sutton,Next population.,Rock,02-01-2008,207,62
My.,Patricia Moreno,First.,Blues,25-02-2005,179,81
Black operation.,Michele Wallace,Bring level.,Classical,17-01-2015,247,75
Again.,Todd Jones,Mr.,Jazz,28-02-2011,195,13
City affect.,Regina Peterson,Room practice.,Reggae,16-04-2010,296,100
Step value indeed.,Justin Dudley,Behind couple.,Classical,04-08-2018,225,37
Staff get finish adult.,Jose Bright,City enter.,Blues,12-07-2006,206,67
Admit yes point.,Mr. Tracy Sims,Term.,Jazz,01-02-2016,262,89
Card for.,David Kelly,Strategy miss.,Pop,13-07-2001,216,89
First imagine tell.,Lindsay Brooks,Guy over.,Hip-Hop,09-07-2020,253,97
Likely him.,Barbara Miller,Man say.,Blues,20-11-2002,197,7
Add question.,Kevin Gill,Quite.,Rock,23-05-2001,204,13
Single product arrive.,Joanna White,Boy.,Electronic,07-07-2001,198,40
Generation so evidence.,Ann Lewis,Team.,Pop,27-09-2002,126,72
Sport wide probably beat.,Tamara Everett,Sometimes.,Blues,15-03-2018,293,75
Staff heavy.,Thomas Willis,Store industry.,Rock,16-05-2010,270,77
In.,Courtney Harvey,Today.,R&B,02-05-2002,287,54
Culture recent change.,Logan Foster,Me per.,Jazz,04-09-2001,300,88
General professor relate.,Richard Johnson,Some.,Pop,01-09-2007,299,78
Final what.,Melanie Franklin,Of attention.,Hip-Hop,23-01-2001,238,47
Them maintain boy.,Michael Fletcher,Sense.,Hip-Hop,12-10-2019,172,58
Worry late.,Mitchell May,Blood.,Reggae,23-12-2001,276,27
South.,Danielle Salas,Against.,Classical,31-05-2018,260,5
Class information.,Robin Scott,Rate.,Classical,24-12-2000,252,29
Apply minute special.,Cory Johnson,Director.,Pop,27-05-2011,260,36
Culture remain.,Jamie Johnson,Address.,Blues,14-01-2003,263,86
Sign production agreement.,Ms. Brittany Salazar,Heavy close.,Hip-Hop,08-12-2004,270,96
And.,Danielle Cohen,Listen.,Blues,13-04-2017,284,80
Themselves president sure.,Todd Hurst,Much.,Rock,09-04-2001,179,40
Water.,Jonathan Rose MD,Each.,Pop,29-07-2015,275,9
Power score hair.,Joshua Torres,Base.,Pop,28-10-2016,135,60
Power kitchen strong.,Dr. Amanda Lynch,Prepare enough.,Hip-Hop,30-03-2012,129,58
State too owner.,Stephanie Taylor,Citizen receive.,Pop,30-12-2013,286,25
Continue newspaper statement.,Matthew Benton,Anyone.,Classical,27-07-2008,296,46
Activity brother.,Preston Dunn,Threat.,Pop,30-08-2003,225,10
Which with.,Brenda Martinez,Deep arm.,R&B,22-06-2003,295,30
Later stuff.,Ryan Reilly,Dog.,Classical,12-04-2006,262,14
People herself.,Christopher Ponce,Right.,Country,26-04-2017,157,80
Section step wonder.,Jesse Perkins,Nature.,Reggae,17-01-2013,215,54
Might concern up.,Adam Evans,Up.,Hip-Hop,28-04-2009,135,8
Agency leader very them.,Luke Nixon,High.,Reggae,11-05-2011,159,52
Stage actually call.,Austin Mills,Move.,Rock,06-08-2020,188,44
Art market mouth.,Christopher Rose,Run.,R&B,08-06-2015,281,66
Exist think marriage.,Michelle Moore,Ability stuff.,Jazz,12-01-2012,272,69
Congress fast because.,Matthew Patton,Benefit here.,R&B,24-02-2020,122,57
Right.,Nancy Myers,Power film.,Rock,09-06-2016,256,51
Thing bit.,Brian Fuller,Expert.,Pop,24-11-2002,173,88
Cause agent car.,Debbie Johnson,Garden.,Rock,27-03-2010,177,53
Growth government.,Daniel Webb DDS,It student.,Blues,11-12-2017,258,19
To manager because.,Sabrina Torres,Example add.,Reggae,04-11-2019,196,28
Your outside.,Jessica Thompson,Team foreign.,Hip-Hop,03-06-2017,239,66
Available born develop.,Brittany Ruiz,Wrong southern.,Classical,18-12-2001,221,16
Blood popular sister.,Jennifer Stokes,Address.,Classical,20-01-2020,259,99
Plan look.,James Mcbride,During by.,Classical,10-10-2007,298,25
Spend dog also in.,Vickie Suarez,Field.,Country,26-03-2012,203,22
Relate only author.,Sandra Kelly,After best.,Pop,07-08-2009,285,23
Per reduce.,Anthony Robinson,Top million.,Jazz,26-03-2014,244,6
Us pressure try.,Kathryn Martinez,Artist probably.,Classical,16-10-2016,152,38
